star_name,hip_name,hd_name,gj_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_bmv,st_bmverr,st_spttype,st_lbol,st_lbolerr,st_teff,st_tefferr,st_mass,st_masserr,st_logg,st_loggerr,st_age,st_ageerr,st_metfe,st_metfeerr,st_metratio
HIP 4468,HIP 4468,,,1,0,0,0,0,00h57m16.17s,14.317388,-51d35m03.5s,-51.584299,29.14,1.86,-1.65,10.77,0.01,1.3,0.02,M0,0.09,0.15,4048,,0.53,,,,,,,,
HIP 4473,HIP 4473,HD 5633,GJ 45,1,0,0,0,0,00h57m18.46s,14.326914,-62d14m45.3s,-62.245907,19.66,0.4,-0.39,9.5,0,1.3,0.01,M0V,0.11,0.05,4191,,0.57,,,,,,,,
HIP 4569,HIP 4569,,GJ 46,1,0,0,0,0,00h58m27.08s,14.612827,-27d51m22.7s,-27.856305,12.35,0.51,-0.47,11.77,0,1.56,0,,0.02,0.13,3320,,0.36,,,,,,,,
HIP 4845,HIP 4845,,GJ 3072,1,0,0,0,0,01h02m21.12s,15.587996,-10d25m24.3s,-10.423429,20.38,0.85,-0.78,9.99,0.01,1.4,0.01,K7V,0.09,0.1,3988,,0.54,,,,,,,,
HIP 4849 A,HIP 4849 A,HD 6101,GJ 3071,1,0,0,0,0,01h02m24.37s,15.601554,+05d03m39.3s,5.06091,21.14,0.65,-0.62,8.13,0.01,1.04,0.01,K2V,0.33,0.07,4616,,0.75,,,,,,,,
HIP 4856,HIP 4856,,GJ 48,1,0,0,0,0,01h02m28.99s,15.620804,+71d40m50.7s,71.680741,8.24,0.08,-0.08,9.98,0.04,1.5,0.06,M3.5e,0.03,0.11,3459,,0.41,,,,,,,,
Gl 49,HIP 4872,,GJ 49,1,0,0,0,1,01h02m37.95s,15.658121,+62d20m41.4s,62.344828,9.96,0.2,-0.2,9.56,0.02,1.46,0.03,K5V...,0.05,0.11,3617,,0.47,,,,,,,,
HIP 4907,HIP 4907,HD 5996,,1,0,0,0,0,01h02m56.85s,15.736892,+69d13m38.7s,69.22742,25.5,0.26,-0.25,7.67,0,0.76,0.01,G5,0.53,0.04,5497,,0.85,,4.5,,,,,,
HIP 4927 A,HIP 4927 A,,GJ 1026 A,1,0,0,0,0,01h03m13.74s,15.807243,+20d05m51.8s,20.097736,16.23,0.85,-0.77,11.36,0.01,1.6,0.01,M,0.04,0.16,3460,,0.42,,,,,,,,
HIP 4967,HIP 4967,,,1,0,0,0,0,01h03m40.03s,15.916791,+40d51m30.7s,40.858523,29.9,2.25,-1.96,10.96,0.25,1.4,0.25,M,0.09,0.47,3921,,0.54,,,,,,,,
HIP 5027,HIP 5027,HD 6378,GJ 9036,1,0,0,0,0,01h04m24.17s,16.100723,-25d36m15.2s,-25.604228,24,1.53,-1.36,9.78,0,1.19,0.01,K4/5V,0.11,0.14,4388,,0.57,,,,,,,,
HIP 5041,HIP 5041,,,1,0,0,0,0,01h04m32.25s,16.134356,+26d07m12.5s,26.120141,29.28,1.54,-1.39,10.02,0.01,1.28,0.02,K5,0.14,0.13,4300,,0.61,,,,,,,,
HIP 5110 A,HIP 5110 A,HD 6440 A,GJ 9038 A,1,0,0,0,0,01h05m29.91s,16.374623,+15d23m25.9s,15.39054,26.43,1.1,-1.02,9.12,0.06,1.1,0.06,K2V,0.21,0.15,4626,,0.67,,,,,,,,
HIP 5215,HIP 5215,,GJ 1030,1,0,0,0,0,01h06m41.58s,16.673235,+15d16m24.3s,15.273414,22.11,1.16,-1.05,11.4,0.01,1.51,0.01,M3,0.05,0.15,3568,,0.46,,,,,,,,
HIP 5224,HIP 5224,HD 6673,GJ 52.1,1,0,0,0,0,01h06m46.98s,16.695731,-50d59m22.1s,-50.989472,29.27,0.91,-0.85,8.84,0.01,0.93,0.01,K2V,0.28,0.07,4838,,0.72,,4.62,,,,,,
HIP 5247,HIP 5247,,GJ 52,1,0,0,0,0,01h07m06.14s,16.775601,+63d56m26.0s,63.940551,14.93,0.3,-0.29,9,0,1.29,0.01,K7V,0.11,0.05,4126,,0.57,,,,,,,,
HIP 5260,HIP 5260,,GJ 3074,1,0,0,0,0,01h07m13.60s,16.806657,-32d25m45.5s,-32.429297,27.91,1.78,-1.58,10.81,0.19,1.4,0.01,,0.1,0.38,3852,,0.55,,,,,,,,
HIP 5286,HIP 5286,HD 6660,GJ 53.1 A,1,0,0,0,0,01h07m37.81s,16.907538,+22d57m22.2s,22.956171,21.05,0.43,-0.41,8.36,0.01,1.14,0.01,K4V,0.26,0.06,4618,,0.71,,,,,,,,
HIP 5336,HIP 5336,HD 6582,GJ 53 A,1,1,1,0,0,01h08m12.92s,17.053838,+54d55m27.2s,54.924228,7.55,0.08,-0.07,5.17,0,0.7,0,G5Vp,0.46,0.1,5526,,0.82,,4.49,,,,,,
HIP 5369,HIP 5369,,GJ 53.2,1,0,0,0,0,01h08m40.40s,17.168313,+17d14m38.5s,17.24402,28.06,1.17,-1.08,10.56,0.01,1.26,0.01,K6,0.09,0.1,4144,,0.54,,,,,,,,
HIP 5410,HIP 5410,,GJ 1032,1,0,0,0,0,01h09m12.31s,17.301287,-24d41m21.1s,-24.689202,22.58,1.7,-1.48,12.25,0.01,1.53,0.01,M2V:,0.03,0.19,3360,,0.42,,,,,,,,
HIP 5496,HIP 5496,,GJ 54,1,0,0,0,0,01h10m22.31s,17.592938,-67d26m46.8s,-67.446346,8.19,0.17,-0.16,9.82,0.01,1.54,0.01,K,0.04,0.11,3401,,0.44,,,,,,,,
HIP 5521,HIP 5521,HD 6963,,1,0,0,0,0,01h10m42.03s,17.675115,+42d55m56.3s,42.932317,27.08,0.55,-0.53,7.66,0.02,0.73,0.02,K0,0.6,0.07,5495,,0.89,,4.56,,2.24,,-0.15,,[Fe/H]
YZ Cet,HIP 5643,,GJ 54.1,1,0,0,0,3,01h12m29.90s,18.124593,-17d00m01.9s,-17.00054,3.72,,,12.07,0.01,1.81,0.01,M4.0V,0,0.09,3082,,0.22,,,,,,,,
HIP 5663,HIP 5663,HD 7279,,1,0,0,0,0,01h12m46.05s,18.191868,-25d14m08.3s,-25.235627,22.66,0.7,-0.66,9.55,0.06,1.27,0,K4V,0.14,0.15,4247,,0.6,,,,,,,,
HIP 5763,HIP 5763,,,1,0,0,0,0,01h13m58.86s,18.495241,+16d29m40.8s,16.494657,29.27,1.22,-1.13,9.82,0.01,1.22,0.02,K5,0.16,0.1,4410,,0.63,,,,,,,,
HIP 5799,HIP 5799,HD 7439,GJ 54.2 A,1,0,0,0,0,01h14m23.97s,18.599862,-07d55m24.6s,-7.9235,23.39,0.24,-0.23,5.14,0.02,0.45,0.02,F3V,4.09,0.1,6465,,1.44,,3.99,,,,,,
HD 7449,HIP 5806,HD 7449,,0,1,0,1,1,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.71,0.06,-0.06,7.483,0.011,0.594,0.019,G0 V,,,6024,,1.053,,4.51,,,,,,
HIP 5812,HIP 5812,,GJ 3082,1,0,0,0,0,01h14m34.09s,18.64206,-53d56m34.3s,-53.94287,16.56,0.51,-0.48,11.08,0.01,1.51,0.01,M4,0.03,0.23,3613,,0.42,,,,,,,,
HIP 5842 C,HIP 5842 C,HD 7693 C,GJ 55.1 A,1,0,0,0,0,01h15m00.32s,18.751334,-68d49m08.7s,-68.819094,21.65,0.44,-0.42,7.24,0.01,0.98,0.01,K2V,0.53,0.06,4982,,1.01,,4.42,,11.7,,0.23,,[Fe/H]
HIP 5862,HIP 5862,HD 7570,GJ 55,1,1,1,0,0,01h15m10.57s,18.794032,-45d31m55.5s,-45.532097,15.11,,,4.96,0.02,0.57,0.01,G0V,2.07,0.06,6116,,1.17,,4.35,,2.88,,0.16,,[Fe/H]
HIP 5896 A,HIP 5896 A,HD 7788,GJ 55.3 A,1,0,0,0,0,01h15m45.50s,18.939564,-68d52m34.5s,-68.876237,20.96,0.21,-0.21,4.95,0.02,0.45,0.02,F5V,3.99,0.06,6505,,1.43,,3.97,,,,,,
HIP 5938,HIP 5938,HD 7661,,1,0,0,0,0,01h16m24.12s,19.100481,-12d05m49.2s,-12.096988,25.91,0.53,-0.51,7.55,0.02,0.77,0.02,K0V,0.62,0.07,5421,,0.87,,4.48,,11.76,,0.06,,[Fe/H]
HIP 5944,HIP 5944,HD 7590,,1,0,0,0,0,01h16m29.34s,19.122261,+42d56m22.2s,42.939494,23.2,0.23,-0.23,6.59,0.02,0.58,0.02,G0,1.1,0.05,6031,,1.07,,4.48,,2.5,,-0.03,,[Fe/H]
HIP 5957,HIP 5957,,GJ 55.2,1,0,0,0,0,01h16m39.08s,19.162839,+25d19m54.2s,25.331728,23.64,0.98,-0.91,10.07,0.01,1.38,0.01,K5,0.11,0.11,4040,,0.56,,,,,,,,
HIP 5985,HIP 5985,HD 7727,,1,0,0,0,0,01h16m58.86s,19.245229,-02d16m43.7s,-2.278818,29.88,0.3,-0.3,6.53,0.02,0.56,0.01,G2V,1.91,0.05,6022,,1.1,,4.29,,5.12,,0.05,,[Fe/H]
HIP 6005,HIP 6005,,GJ 1036,1,0,0,0,0,01h17m15.34s,19.313929,-35d42m55.7s,-35.715474,16.21,1.03,-0.92,11.28,0.01,1.53,0.01,,0.03,0.16,3530,,0.42,,,,,,,,
HIP 6008,HIP 6008,,,1,0,0,0,0,01h17m15.51s,19.31461,-13d15m47.9s,-13.263315,23.38,1.49,-1.32,10.8,0,1.45,0.01,M1,0.08,0.17,3772,,0.52,,,,,,,,
HIP 6069,HIP 6069,,GJ 3084,1,0,0,0,0,01h17m53.20s,19.471663,+05d28m31.7s,5.47547,20.48,5.78,-3.69,11.02,0,1.48,0.01,M2V:,0.05,0.55,3715,,0.47,,,,,,,,
HIP 6097,HIP 6097,,GJ 56.1,1,0,0,0,0,01h18m15.91s,19.566273,-12d53m53.5s,-12.898186,22.12,1.92,-1.64,11.8,0.01,1.47,0.01,M,0.04,0.21,3597,,0.42,,,,,,,,
HIP 6130,HIP 6130,HD 7895,GJ 56.3 A,1,0,0,0,0,01h18m40.85s,19.6702,-00d52m01.1s,-0.866959,26.49,0.82,-0.77,8,0.01,0.78,0.02,K0V,0.45,0.07,5265,,0.81,,,,,,,,
HIP 6290,HIP 6290,,,1,0,0,0,0,01h20m41.06s,20.171099,+57d19m36.7s,57.32685,20.09,0.84,-0.77,10.36,0.01,1.34,0.02,K6V:,0.06,0.11,4108,,0.48,,,,,,,,
HIP 6339,HIP 6339,,,1,0,0,0,0,01h21m27.88s,20.366146,+31d20m29.9s,31.341651,28.42,0.88,-0.83,8.46,0.03,0.92,0.01,K2V,0.36,0.11,5043,,0.77,,,,,,,,
HIP 6342,HIP 6342,,,1,0,0,0,0,01h21m29.16s,20.371509,+24d19m50.0s,24.330547,25.95,1.95,-1.7,10.7,0.01,1.42,0.02,M2,0.08,0.17,3948,,0.53,,,,,,,,
HIP 6344,HIP 6344,,GJ 56.4,1,0,0,0,0,01h21m29.95s,20.374808,+80d09m07.2s,80.151994,23.87,0.49,-0.47,9.67,0.02,1.29,0.03,K8,0.13,0.08,4263,,0.6,,,,,,,,
HIP 6351,HIP 6351,,GJ 57,1,0,0,0,0,01h21m33.63s,20.390109,-41d39m19.1s,-41.655295,16.71,0.52,-0.49,10.13,0.01,1.4,0.01,K5,0.06,0.07,3962,,0.48,,,,,,,,
HIP 6365,HIP 6365,,GJ 3090,1,0,0,0,0,01h21m45.48s,20.43952,-46d42m51.1s,-46.714185,22.37,1.43,-1.27,11.4,0.01,1.49,0.01,M3,0.05,0.31,3574,,0.45,,,,,,,,
HD 7924,HIP 6379,HD 7924,GJ 56.5,1,0,0,1,3,01h21m59.20s,20.496675,+76d42m37.3s,76.710368,16.81,0.17,-0.17,7.17,0.02,0.83,0.01,K0,0.39,0.05,5177,,0.83,,4.59,,0.88,,-0.15,,[Fe/H]
HD 8326,HIP 6390,HD 8326,GJ 3091 A,1,0,0,0,1,01h22m07.65s,20.531882,-26d53m33.2s,-26.892553,29.56,0.91,-0.86,8.76,0.03,0.97,0.01,K2V,0.31,0.1,4805,,0.74,,4.5,,,,,,
HIP 6405,HIP 6405,HD 8262,,1,0,0,0,0,01h22m17.53s,20.573059,+18d40m57.8s,18.682713,25.79,0.26,-0.26,6.97,0.02,0.63,0.01,G3V,0.98,0.05,5761,,0.95,,4.45,,5.88,,-0.16,,[Fe/H]
HIP 6414,HIP 6414,,,1,0,0,0,0,01h22m22.82s,20.595083,-33d12m48.6s,-33.213509,24.59,1.29,-1.17,10.3,0.01,1.3,0.02,,0.09,0.12,4121,,0.54,,,,,,,,
HIP 6537,HIP 6537,HD 8512,,0,1,0,0,0,01h24m01.40s,21.005854,-08d10m59.7s,-8.183256,35.11,0.92,-0.98,3.59,,1.06,,K0 III,,,,,,,,,,,,,
HIP 6626 A,HIP 6626 A,,GJ 1038,1,0,0,0,0,01h25m01.65s,21.256876,-32d51m05.3s,-32.85148,25.14,1.05,-0.97,9.8,0.02,1.42,0.03,,0.18,0.11,3947,,0.64,,,,,,,,
HIP 6686,HIP 6686,HD 8538,GJ 58.1,0,1,0,0,0,01h25m48.95s,21.453968,+60d14m07.0s,60.235283,30.48,0.56,-0.59,2.68,,0.13,,A5 IV,,,,,,,,,,,,,
HIP 6706,HIP 6706,HD 8723,,1,0,0,0,0,01h26m15.28s,21.563661,+19d10m20.4s,19.172321,25.21,0.25,-0.25,5.34,0.02,0.37,0.02,F2V:var,3.87,0.1,6690,,1.41,,4.12,,,,,,
HIP 6762,HIP 6762,HD 8828,,1,0,0,0,0,01h27m01.37s,21.755719,-00d09m24.2s,-0.156717,29.35,0.91,-0.85,7.93,0.02,0.74,0.01,G8V,0.56,0.09,5481,,0.86,,,,,,,,
HIP 6813,HIP 6813,HD 8799,,1,0,0,0,0,01h27m39.09s,21.912855,+45d24m25.0s,45.406953,28.62,0.29,-0.28,4.82,0.02,0.42,0.01,F5IV,8.14,0.06,6555,,1.71,,,,,,,,
HIP 6917,HIP 6917,HD 8997,GJ 58.2,1,0,0,0,0,01h29m04.61s,22.269209,+21d43m25.0s,21.723615,23.74,0.48,-0.47,7.74,0.01,0.97,0.01,K2V,0.53,0.05,4793,,0.85,,4.41,,,,,,
HIP 7078,HIP 7078,HD 9021,,1,0,0,0,0,01h31m13.52s,22.806327,+70d15m53.2s,70.264789,28.98,0.29,-0.29,5.82,0.02,0.46,0.02,F6V,3.37,0.11,6413,,1.37,,,,,,,,
HIP 7170,HIP 7170,,GJ 3098,1,0,0,0,0,01h32m26.57s,23.110719,-21d54m10.7s,-21.902967,17.86,0.55,-0.52,11.16,0.01,1.51,0.01,,0.04,0.13,3683,,0.43,,,,,,,,
HIP 7235,HIP 7235,HD 9540,GJ 59 A,1,0,0,0,0,01h33m15.63s,23.315145,-24d10m39.3s,-24.177574,19.05,0.19,-0.19,6.96,0.01,0.76,0.01,K0V,0.57,0.04,5462,,0.93,,4.57,,0.56,,-0.02,,[Fe/H]
HIP 7276,HIP 7276,HD 9562,GJ 59.2,1,0,0,0,0,01h33m42.73s,23.428054,-07d01m30.5s,-7.025143,29.52,0.3,-0.29,5.75,0,0.64,0.01,G3V,3.9,0.03,5939,,1.24,,4.04,,5.04,,0.26,,[Fe/H]
HIP 7339,HIP 7339,HD 9407,GJ 59.1,1,0,0,1,0,01h34m33.88s,23.641163,+68d56m52.3s,68.947857,20.66,0.21,-0.2,6.52,0.02,0.69,0,G6V,0.97,0.04,5657,,0.95,,4.42,,8.52,,0.02,,[Fe/H]
HIP 7372 A,HIP 7372 A,HD 9770,GJ 60 A,1,0,0,0,0,01h35m00.96s,23.753985,-29d54m38.0s,-29.910568,21.63,1.63,-1.42,7.1,0.01,0.93,0.01,K1V,0.79,0.16,4733,,0.94,,4.24,,,,,,
ups And,HIP 7513,HD 9826,GJ 61 A,1,1,1,1,3,01h36m47.98s,24.199904,+41d24m23.0s,41.406385,13.49,,,4.09,0.02,0.54,0.01,F8V,3.64,0.06,6213,,1.31,,4.16,,3.12,,0.15,,[Fe/H]
HIP 7554,HIP 7554,,GJ 3102,1,0,0,0,0,01h37m20.38s,24.334905,-49d11m45.4s,-49.195941,22.49,0.7,-0.66,10.39,0.01,1.44,0.01,M:,0.09,0.09,3843,,0.55,,,,,,,,
HIP 7576,HIP 7576,HD 10008,,1,0,0,0,0,01h37m35.37s,24.397357,-06d45m36.7s,-6.760186,23.95,0.49,-0.47,7.66,0.02,0.8,0,K0/1V,0.5,0.07,5272,,0.84,,4.5,,,,,,
HIP 7585,HIP 7585,HD 9986,,1,0,0,0,0,01h37m40.81s,24.42003,+12d04m42.1s,12.078366,25.63,0.52,-0.5,6.76,0.02,0.67,0.02,G5V,1.17,0.06,5805,,1.02,,4.43,,5.08,,0.08,,[Fe/H]
HIP 7601,HIP 7601,HD 10800,GJ 67.1,1,0,0,0,0,01h37m54.98s,24.479084,-82d58m31.0s,-82.975289,27.38,0.28,-0.27,5.88,0.02,0.62,0.01,G1/2V,2.98,0.05,5782,,1.32,,4.13,,,,,,
HIP 7646,HIP 7646,,GJ 3103,1,0,0,0,0,01h38m29.64s,24.623497,+00d39m04.3s,0.651183,20.23,1.29,-1.15,11.56,0.01,1.52,0.01,K:,0.04,0.17,3575,,0.43,,,,,,,,
HIP 7734,HIP 7734,HD 10086,GJ 65.1,1,0,0,0,0,01h39m35.84s,24.899317,+45d52m42.0s,45.878327,21.37,0.22,-0.21,6.61,0.02,0.69,0,G5IV,0.96,0.05,5725,,1.01,,4.47,,3.76,,0.12,,[Fe/H]
HIP 7748,HIP 7748,,,1,0,0,0,0,01h39m45.42s,24.939238,+73d42m33.3s,73.709257,26.34,0.81,-0.77,9.83,0.06,1.18,0.06,,0.14,0.13,4309,,0.6,,,,,,,,
HIP 7751 B,HIP 7751 B,HD 10360,GJ 66 B,1,0,1,0,0,01h39m47.24s,24.946846,-56d11m47.2s,-56.196441,7.82,0.16,-0.15,5.68,0.02,0.86,0.02,K0/4,0.34,0.11,5016,,0.75,,4.64,,5.5,,-0.23,,[Fe/H]
HIP 7765,HIP 7765,HD 10182,,1,0,0,0,0,01h39m55.99s,24.983271,+15d15m34.0s,15.259445,12.2,4.29,-2.52,9.09,0.05,1.25,0.05,K0,0.05,0.69,4523,,0.46,,,,,,,,
HIP 7918,HIP 7918,HD 10307,GJ 67,1,1,1,0,0,01h41m46.52s,25.443815,+42d36m49.7s,42.613807,12.74,0.13,-0.13,4.96,0,0.62,0,G2V,1.49,0.05,5874,,1.11,,4.35,,,,,,
HD 10647,HIP 7978,HD 10647,GJ 3109,1,0,1,1,1,01h42m29.15s,25.621463,-53d44m26.1s,-53.740575,17.43,,,5.52,0.02,0.53,0.02,F8V,1.64,0.1,6105,,1.1,,4.39,,2.92,,-0.08,,[Fe/H]
HIP 7981,HIP 7981,HD 10476,GJ 68,1,1,1,1,0,01h42m29.95s,25.624791,+20d16m12.5s,20.270151,7.53,,,5.24,0.01,0.84,0.01,K1V,0.47,0.05,5181,,0.82,,4.54,,8.7,,-0.04,,[Fe/H]
HIP 8014,HIP 8014,,GJ 3110,1,0,0,0,0,01h42m55.27s,25.730299,-42d12m11.2s,-42.203109,23.35,1.49,-1.32,11.19,0,1.38,0.01,M:,0.05,0.13,3832,,0.46,,,,,,,,
HIP 8039,HIP 8039,HD 10611,,1,0,0,0,0,01h43m14.30s,25.809568,-21d37m11.1s,-21.619746,29.05,1.53,-1.38,8.24,0.02,0.86,0.02,K0V,0.44,0.16,5151,,0.81,,4.49,,,,,,
HIP 8043,HIP 8043,,GJ 3108,1,0,0,0,0,01h43m15.61s,25.81504,+27d50m31.9s,27.842184,21.17,0.88,-0.81,10.4,0.01,1.46,0.02,K0,0.08,0.13,3824,,0.53,,,,,,,,
HIP 8051,HIP 8051,,GJ 70,1,0,0,0,0,01h43m20.43s,25.835109,+04d19m24.7s,4.323515,11.41,0.23,-0.22,10.92,0.01,1.54,0.01,M2V:,0.02,0.11,3510,,0.38,,,,,,,,
HIP 8070,HIP 8070,HD 10436,GJ 69,1,0,0,0,0,01h43m41.25s,25.92186,+63d49m29.3s,63.824815,13.58,0.14,-0.13,8.42,0.01,1.2,0.02,K5V,0.13,0.04,4315,,0.62,,4.7,,,,,,
tau Cet,HIP 8102,HD 10700,GJ 71,1,1,1,1,4,01h44m05.13s,26.021364,-15d56m22.4s,-15.939556,3.65,,,3.49,0,0.73,0.01,G8.5V,0.52,0.05,5283,,0.8,,4.52,,,,-0.52,,[Fe/H]
HIP 8190,HIP 8190,,,1,0,0,0,0,01h45m17.88s,26.324513,+46d32m05.9s,46.534981,25.53,1.92,-1.67,11.42,0.01,1.33,0.02,M:,0.06,0.19,3601,,0.5,,,,,,,,
HIP 8195,HIP 8195,,,1,0,0,0,0,01h45m21.11s,26.337974,-39d57m21.6s,-39.956,29.55,2.22,-1.93,11.39,0.01,1.41,0.02,M1V,0.07,0.19,3825,,0.5,,,,,,,,
HIP 8209 A,HIP 8209 A,HD 10830,,1,0,0,0,0,01h45m38.65s,26.41106,-25d03m08.8s,-25.052434,28.11,0.28,-0.28,5.29,0,0.4,0.01,F2IV,5.08,0.11,6740,,1.52,,3.83,,,,,,
HIP 8275,HIP 8275,HD 10853,GJ 74,1,0,0,0,0,01h46m38.70s,26.661244,+12d24m43.0s,12.411955,24.02,0.74,-0.7,8.91,0,1.04,0,K5,0.21,0.07,4529,,0.67,,4.74,,,,,,
HIP 8356,HIP 8356,,,1,0,0,0,0,01h47m41.68s,26.923656,+28d28m54.0s,28.481661,29.42,44.13,-11.03,10.21,0.05,0.21,0.05,,0.1,2.04,7919,,0.55,,,,,,,,
HIP 8362,HIP 8362,HD 10780,GJ 75,1,0,1,1,0,01h47m44.06s,26.933601,+63d51m11.2s,63.853101,10.07,0.1,-0.1,5.63,0.01,0.8,0.01,K0V,0.55,0.05,5327,,0.85,,4.52,,10.12,,0.03,,[Fe/H]
HIP 8382,HIP 8382,,GJ 3114,1,0,0,0,0,01h48m03.76s,27.015651,+21d12m26.2s,21.207268,20.38,1.53,-1.33,12.16,0.01,1.58,0.01,M2,0.03,0.46,3431,,0.39,,,,,,,,
HIP 8433,HIP 8433,HD 11007,GJ 3115,1,0,0,0,0,01h48m41.68s,27.173661,+32d41m22.2s,32.689487,27.86,0.28,-0.28,5.78,0.02,0.56,0.02,F8V,3.36,0.05,5917,,1.36,,,,,,,,
HIP 8486,HIP 8486,HD 11131,GJ 9061 B,1,0,0,0,0,01h49m23.43s,27.347624,-10d42m11.9s,-10.703316,22.56,1.7,-1.48,6.75,0.01,0.63,0.01,G0,0.92,0.19,5819,,0.98,,4.53,,,,,,
HIP 8497,HIP 8497,HD 11171,GJ 9061 A,1,1,0,0,0,01h49m35.19s,27.39663,-10d41m10.3s,-10.686181,23.19,0.23,-0.23,4.65,0.02,0.33,0,F0V,6.09,0.06,7087,,1.59,,4.1,,,,,,
HIP 8514,HIP 8514,HD 11262,,1,0,0,0,0,01h49m48.86s,27.453594,-38d24m12.5s,-38.403483,27.35,0.28,-0.27,6.37,0.02,0.5,0.02,F6V,1.85,0.05,6175,,1.17,,4.35,,,,,,
HIP 8543,HIP 8543,HD 11130,,1,0,0,0,0,01h50m07.90s,27.532933,+29d27m53.0s,29.46473,25.61,0.52,-0.5,8.06,0.02,0.77,0.02,K1V,0.4,0.07,5270,,0.79,,4.65,,,,,,
HIP 8691,HIP 8691,,GJ 78,1,0,0,0,0,01h51m48.35s,27.951454,-10d48m07.8s,-10.802159,16.57,0.87,-0.79,11.79,0.01,1.48,0.01,M4,0.02,0.15,3627,,0.36,,,,,,,,
HIP 8709,HIP 8709,,GJ 3121,1,0,0,0,0,01h52m02.96s,28.012326,+47d00m05.6s,47.001551,15.5,0.82,-0.74,12.44,0.01,0.17,0.02,DAs,0.01,0.14,8159,,0.28,,,,,,,,
HIP 8768,HIP 8768,HD 11507,GJ 79,1,0,0,0,0,01h52m48.64s,28.202663,-22d26m05.5s,-22.434855,11.01,0.11,-0.11,8.88,0.01,1.44,0.01,K5/M0V,0.09,0.05,3876,,0.53,,,,,,,,
HIP 8796,HIP 8796,HD 11443,GJ 78.1,1,1,0,0,0,01h53m04.90s,28.270416,+29d34m45.8s,29.579397,19.42,,,3.42,0.01,0.49,0.01,F6IV,13.85,0.05,6273,,1.96,,3.57,,,,,,
HIP 8867,HIP 8867,HD 11373,GJ 3122,1,0,0,0,0,01h54m06.18s,28.525752,+66d10m35.5s,66.176534,22.53,0.46,-0.44,8.46,0.02,1.01,0.02,G5,0.25,0.08,4666,,0.7,,4.63,,,,,,
HIP 8903,HIP 8903,HD 11636,GJ 80,1,1,0,0,0,01h54m38.35s,28.659788,+20d48m29.9s,20.808299,17.99,0.18,-0.18,2.63,0.02,0.16,0.02,A5V...,24.76,0.07,8300,,2.28,,4.1,,,,,,
HIP 9007,HIP 9007,HD 11937,GJ 81 A,1,1,0,0,0,01h55m56.83s,28.986802,-51d36m34.5s,-51.609587,17.85,0.18,-0.18,3.69,0.01,0.84,0.02,G8IIIBCNIV,10.95,0.1,5182,,1.85,,,,,,,,
HIP 9044,HIP 9044,HD 12058,GJ 81.2,1,0,0,0,0,01h56m31.97s,29.133206,-60d13m37.6s,-60.2271,19.94,0.2,-0.2,8.61,0,1.14,0,K5V,0.2,0.04,4557,,0.66,,,,,,,,
HIP 9085,HIP 9085,HD 12042,GJ 81.3,1,0,0,0,0,01h56m59.66s,29.248567,-51d46m00.7s,-51.76685,26.87,0.27,-0.27,6.09,0.02,0.47,0.02,F6/7V,2.29,0.05,6273,,1.24,,4.25,,,,,,
HIP 9236,HIP 9236,HD 12311,GJ 83,1,1,0,0,0,01h58m45.87s,29.691133,-61d34m11.7s,-61.569924,22.01,0.22,-0.22,2.86,0.01,0.29,0.01,F0V,28.75,0.06,7201,,2.37,,3.37,,,,,,
HIP 9269,HIP 9269,HD 12051,GJ 82.1,1,0,0,0,0,01h59m06.46s,29.776931,+33d12m37.9s,33.210538,24.98,0.25,-0.25,7.14,0,0.77,0,G5,0.85,0.04,5495,,0.98,,4.51,,4.68,,0.26,,[Fe/H]
HIP 9291,HIP 9291,,GJ 82,1,0,0,0,0,01h59m23.16s,29.84648,+58d31m17.8s,58.521608,12.25,0.64,-0.58,12.04,0.36,0.85,0.36,M4Ve,0.02,0.6,3250,,0.35,,,,,,,,
HIP 9603,HIP 9603,,,1,0,0,0,0,02h03m30.18s,30.875746,-04d54m39.7s,-4.911032,28.79,2.17,-1.88,11.16,0,1.43,0.01,K7,0.08,0.19,3825,,0.52,,,,,,,,
HIP 9716,HIP 9716,HD 12786,GJ 3133,1,0,0,0,0,02h04m59.31s,31.247142,-15d40m40.8s,-15.677994,25.6,0.52,-0.5,7.77,0.02,0.83,0.02,K0V,0.51,0.08,5209,,0.84,,4.53,,,,,,
HIP 9724,HIP 9724,,GJ 84,1,0,0,0,0,02h05m04.04s,31.266835,-17d36m51.2s,-17.614209,9.14,0.19,-0.18,10.19,0.01,1.52,0.01,M3,0.03,0.1,3460,,0.42,,,,,,,,
HIP 9749,HIP 9749,,GJ 84.1 A,1,0,0,0,0,02h05m23.43s,31.34763,-28d04m14.7s,-28.070757,23.24,1.22,-1.11,10.88,0.01,1.39,0.01,K,0.06,0.3,3946,,0.49,,,,,,,,
HIP 9786,HIP 9786,,GJ 3135,1,0,0,0,0,02h05m48.91s,31.453788,-30d10m36.8s,-30.176893,9.28,0.29,-0.27,12.17,0.01,1.69,0.01,K:...,0.01,0.12,3433,,0.27,,,,,,,,
HIP 9788,HIP 9788,,,1,0,0,0,0,02h05m49.41s,31.45587,+30d47m02.8s,30.784103,28.03,1.17,-1.08,9.83,0.01,1.17,0.02,K6,0.14,0.1,4441,,0.61,,,,,,,,
